,All,ID,Testing Type,Year,Test No,Asker,Section,Customer,Engine,Emission,SAP No,PEP Phase,Ratio,Cylinder,Duty,System Pressure,Injector  Type,Flow Rate,Needle Lift,Injector PN,Nozzle PN,Rail Type,Volume,PRT,RIT,"w/ PLV 
or PCV",Rail_PN,SN,Pump Type,Pump PN,SN2,HPP P2R,HPP R2I,ECU Type,TB Dataset,Tester,TB,EMI,Start Date,Finish Date,Actual Effort,Mounting,Testing,Idle,Downtime,Description,Remarks,Pressure sensor,Flowmeter,HDA ,EVI,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,Unnamed: 57,Unnamed: 58,Unnamed: 59,Unnamed: 60,Unnamed: 61,Unnamed: 62,Unnamed: 63,Unnamed: 64,Unnamed: 65,Unnamed: 66,Unnamed: 67,Unnamed: 68,Unnamed: 69,Unnamed: 70,Unnamed: 71,Unnamed: 72,Unnamed: 73,Unnamed: 74,Unnamed: 75,Unnamed: 76,Unnamed: 77,Unnamed: 78,Unnamed: 79,Unnamed: 80,Unnamed: 81,Unnamed: 82,Unnamed: 83,Unnamed: 84,Unnamed: 85,Unnamed: 86,Unnamed: 87,Unnamed: 88,Unnamed: 89,Unnamed: 90,Unnamed: 91,Unnamed: 92,Unnamed: 93,Unnamed: 94,Unnamed: 95,Unnamed: 96,Unnamed: 97,Unnamed: 98,Unnamed: 99,Unnamed: 100,Unnamed: 101,Unnamed: 102,Unnamed: 103,Unnamed: 104,Unnamed: 105,Unnamed: 106,Unnamed: 107,Unnamed: 108,Unnamed: 109,Unnamed: 110,Unnamed: 111,Unnamed: 112,Unnamed: 113,Unnamed: 114,Unnamed: 115,Unnamed: 116,Unnamed: 117,Unnamed: 118,Unnamed: 119,Unnamed: 120,Unnamed: 121,Unnamed: 122,Unnamed: 123,Unnamed: 124,Unnamed: 125,Unnamed: 126,Unnamed: 127,Unnamed: 128,Unnamed: 129,Unnamed: 130,Unnamed: 131,Unnamed: 132,Unnamed: 133,Unnamed: 134,Unnamed: 135,Unnamed: 136,Unnamed: 137,Unnamed: 138,Unnamed: 139,Unnamed: 140,Unnamed: 141,Unnamed: 142,Unnamed: 143,Unnamed: 144,Unnamed: 145,Unnamed: 146,Unnamed: 147,Unnamed: 148,Unnamed: 149,Unnamed: 150,Unnamed: 151,Unnamed: 152,Unnamed: 153,Unnamed: 154,Unnamed: 155,Unnamed: 156,Unnamed: 157,Unnamed: 158,Unnamed: 159,Unnamed: 160,Unnamed: 161,Unnamed: 162,Unnamed: 163,Unnamed: 164,Unnamed: 165,Unnamed: 166,Unnamed: 167,Unnamed: 168,Unnamed: 169,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Unnamed: 179,Unnamed: 180,Unnamed: 181,Unnamed: 182,Unnamed: 183,Unnamed: 184,Unnamed: 185,Unnamed: 186,Unnamed: 187,Unnamed: 188,Unnamed: 189,Unnamed: 190,Unnamed: 191,Unnamed: 192,Unnamed: 193,Unnamed: 194,Unnamed: 195,Unnamed: 196,Unnamed: 197,Unnamed: 198,Unnamed: 199,Unnamed: 200,Unnamed: 201,Unnamed: 202,Unnamed: 203,Unnamed: 204,Unnamed: 205,Unnamed: 206,Unnamed: 207,Unnamed: 208,Unnamed: 209,Unnamed: 210,Unnamed: 211,Unnamed: 212,Unnamed: 213,Unnamed: 214,Unnamed: 215,Unnamed: 216,Unnamed: 217,Unnamed: 218,Unnamed: 219,Unnamed: 220,Unnamed: 221,Unnamed: 222,Unnamed: 223,Unnamed: 224,Unnamed: 225,Unnamed: 226,Unnamed: 227,Unnamed: 228,Unnamed: 229,Unnamed: 230,Unnamed: 231,Unnamed: 232,Unnamed: 233,Unnamed: 234,Unnamed: 235,Unnamed: 236,Unnamed: 237,Unnamed: 238,Unnamed: 239,Unnamed: 240,Unnamed: 241,Unnamed: 242,Unnamed: 243,Unnamed: 244,Unnamed: 245,Unnamed: 246,Unnamed: 247,Unnamed: 248,Unnamed: 249
1312,,,Pump investigation,2016,2016/031,Li Guoning,ESD1,Support CPN,Activity Project,-,30-110023-14-01,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Li Guoning,H1903,,2016-03-31 00:00:00,2016-04-08 00:00:00,24,24,Error,0,0,Drive power measurement,Continued with Test16-031 ,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1313,,,Peak pressure measurement,2016,2016/046,Li Guoning,ESD1,CB28-20/2,Platform project,-,30-105976-02-02,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Xu Nuo,H1906,,2016-04-05 00:00:00,2016-04-11 00:00:00,Error,Error,Error,0,0,Peak pressure measurement measurement of pump outlet for OV spring disk design change in B-sample,"HS, 1-lobe",, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314,,,ET-MAP,2016,2016/047,Guo Jian,ESD3,DFLE ,ZD30K EU5,CN5/EU5,30-109105-06-03,WORK, 0.666666666666667,4,PC/LD,1600.0,CRI1-18,0,0.87,B445112895,0433B00122,HFR,15,no,-0.85,,,,CP1H-16,,,6.35*3.0x418.6,6.35*3.0x204.6,EDC17C63,Test16_047_DFLE_ZD30K,Zhang Zhigang,H1902,,2016-04-05 00:00:00,2016-04-12 00:00:00,27.5,1,26.5,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1315,,,ET-MAP,2016,2016/047,Guo Jian,ESD3,DFLE ,ZD30K EU5,CN5/EU5,30-109105-06-03,WORK, 0.666666666666667,4,PC/LD,1600.0,CRI1-18,0,0.87,B445112878,0433B00066,HFR,15,no,-0.85,,,,CP1H-16,,,6.35*3.0x418.6,6.35*3.0x204.6,EDC17C63,Test16_047_DFLE_ZD30K,Zhang Zhigang,H1902,,2016-04-05 00:00:00,2016-04-12 00:00:00,27.5,1,26.5,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1316,,,ET-MAP,2016,2016/047,Guo Jian,ESD3,DFLE ,ZD30K EU5,CN5/EU5,30-109105-06-03,WORK, 0.666666666666667,4,PC/LD,1600.0,CRI1-18,0,0.87,B445112880,0433B00070,HFR,15,no,-0.85,,,,CP1H-16,,,6.35*3.0x418.6,6.35*3.0x204.6,EDC17C63,Test16_047_DFLE_ZD30K,Zhang Zhigang,H1902,,2016-04-05 00:00:00,2016-04-12 00:00:00,27.5,1,26.5,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1317,,,ET-MAP,2016,2016/047,Guo Jian,ESD3,DFLE ,ZD30K EU5,CN5/EU5,30-109105-06-03,WORK, 0.666666666666667,4,PC/LD,1600.0,CRI1-18,0,0.87,B445112894,0433B00200,HFR,15,no,-0.85,,,,CP1H-16,,,6.35*3.0x418.6,6.35*3.0x204.6,EDC17C63,Test16_047_DFLE_ZD30K,Zhang Zhigang,H1902,,2016-04-05 00:00:00,2016-04-12 00:00:00,27.5,1,26.5,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1318,,,ET-MAP,2016,2016/047,Guo Jian,ESD3,DFLE ,ZD30K EU5,CN5/EU5,30-109105-06-03,WORK, 0.666666666666667,4,PC/LD,1600.0,CRI1-18,0,0.87,B445112897,0433B00069,HFR,15,no,-0.85,,,,CP1H-16,,,6.35*3.0x418.6,6.35*3.0x204.6,EDC17C63,Test16_047_DFLE_ZD30K,Zhang Zhigang,H1902,,2016-04-05 00:00:00,2016-04-12 00:00:00,27.5,1,26.5,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1319,,,QWC,2016,2016/048,Tao Weiwei,ESD3,JIE ,VM2.0L,CN5/EU5,30-106595-07-03,PLAN, 0.666666666666667,4,PC/LD,1800.0,CRI1-18,800cm3/30s@100bar,0.0,B445112885,800cm3,HFR18,18.6,no,0.85,,B445614064,,CP1H-18/3,,,6.35x3.0x495,6.35x3.0x193,EDC17C81,P1574v200,Han Xiaojing,H1904,,2016-04-05 00:00:00,2016-04-13 00:00:00,33,8,25,0,0,B-sample;nozzle definition/first firing,Using B sample to do eninge calibration,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1320,,,Peak pressure measurement,2016,2016/049,Lin Chao,ESD,Support CPN,Activity Project,-,30-110023-14-01,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Feng Shuai,H1905,,2016-04-08 00:00:00,2016-04-20 00:00:00,Error,Error,Error,0,0,Peak pressure measurement measurement for Injector inlet for CRIN14S3 OHW with nozzle 1000&1200,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1321,,,ET-MAP,2016,2016/050,Ji Jun,COS,Quanchai ,4C5,Phase3/Tier3,30-109989-06-03,WISH, 1/2,4,OHW,1350.0,CRI14 S3,400,0.85,B 445 112 950_00,0433B00572,HFR,17.36,no,no,,,,CB18-16/2 2-lobe,,,260.0×6.35×3.0,218.0×6.35×3.0,EDC17C63-2.20,P1614 V201,Xu Nuo,H1901,,2016-04-11 00:00:00,2016-04-13 00:00:00,21,12,7,0,2,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1322,,,ET-MAP,2016,2016/050,Ji Jun,COS,Quanchai ,4C5,Phase3/Tier3,30-109989-06-03,WISH, 1/2,4,OHW,1350.0,CRI14 S3,430,0.85,B 445 112 963_00,0433B00573,HFR,17.36,no,no,,,,CB18-16/2 2-lobe,,,260.0×6.35×3.0,218.0×6.35×3.0,EDC17C63-2.20,P1614 V201,Xu Nuo,H1901,,2016-04-11 00:00:00,2016-04-13 00:00:00,21,12,7,0,2,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1323,,,ET-MAP,2016,2016/050,Ji Jun,COS,Quanchai ,4C5,Phase3/Tier3,30-109989-06-03,WISH, 1/2,4,OHW,1350.0,CRI14 S3,370,0.85,B 445 112 962_00,0433B00571,HFR,17.36,no,no,,,,CB18-16/2 2-lobe,,,260.0×6.35×3.0,218.0×6.35×3.0,EDC17C63-2.20,P1614 V201,Xu Nuo,H1901,,2016-04-11 00:00:00,2016-04-13 00:00:00,21,12,7,0,2,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1324,,,LPC verification,2016,2016/051,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Tang Zhongji,H1903,,2016-04-11 00:00:00,2016-06-14 00:00:00,Error,Error,Error,0,0,LPC measurement for CB18-18 HCI application,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1325,,,LPC verification,2016,2016/052,Li Guoning,ESD1,CB28-20/2,Platform project,-,30-105976-02-02,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Liu Caiya,H1906,,2016-04-12 00:00:00,2016-04-19 00:00:00,Error,Error,Error,0,0,ZD delivery verification for ZDT design change,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1326,,,QWC,2016,2016/053,Zhou Wei,ESD3,JMC ,4D30,CN5/EU5,30-106607-07-03,WORK, 1/1,4,PC/LD,1800.0,CRI1-18,645cm3/60s@100bar,0.85,B445 112 908,645cm3,HFR,14,no,0.85,,,,CB18-18/2 1-lobe,,,449.9x6.35x3.0,142x6.35x3.0,EDC17C63,P1614_V201TEST,Xu Nuo,H1902,,2016-04-13 00:00:00,2016-04-19 00:00:00,72.5,8,64.5,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1327,,,ET-MAP,2016,2016/054,Guo Jian,ESD3,Foton ,D01,CN6/EU6,30-108709-06-03,RESV, 1,4,PC/LD,2200.0,CRI2-20,310,0.85,0B760RX_00,310,HFR20,12.8,0.9,0.9,,B445614043,0015,CP4.1,0445B21611-03,6194936,6.35*3.0x406.8,6.35*3.0x211.7,EDC17C81,P1409_V210,Han Xiaojing,H1904,,2016-04-13 00:00:00,2016-04-18 00:00:00,17,-1,6,12,,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1328,,,ET-MAP,2016,2016/056,Ji Jun,COS,Quanchai ,4M OHW,Phase3/Tier3,30-109993-02-02,PLAN, 2/1,4,OHW,1350.0,CRI14S3,,0.85,B445 112 970-00,,HFR,17.36,no,no,,,,CB18-16(3lobe),0 445 B36037,22,388x6.35x3.0,230x6.35x3.0,EDC17CV44_5.03,EME_731_ENHANCED_D4,Zhang Zhigang,H1905,,2016-04-18 00:00:00,2016-04-22 00:00:00,20,6,14,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1329,,,ET-MAP,2016,2016/057,Lu Zhen,SCS,DCEC,ISD6.7PPT,CN6/EU6,30-104670-03-01,WORK, 4/3,6,MD/HD,1800.0,CRIN3-18,0433208286/ 880cm3/30s@100bar,0.3,0 445 B29 05M,0433208286,LWR,26,no,0.85,,,,CP3.3N-18,,,,,EDC17CV44,P722V731,Xu Nuo,H1906,,2016-04-19 00:00:00,2016-04-23 00:00:00,9,-1,6,4,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1330,,,RPG Calibration,2016,2016/058,Guo Jian,ESD3,Foton ,D01,CN6/EU6,30-108709-06-03,RESV, 1,4,PC/LD,2200.0,CRI2-20,310,0.85,0B760RX_00,310,HFR20,12.8,0.9,0.9,,B445614043,0015,CP4.1,0445B21611-03,6194936,6.35*3.0x406.8,6.35*3.0x211.7,EDC17C81,P1409_V210,Han Xiaojing,H1904,,2016-04-19 00:00:00,2016-05-10 00:00:00,51,-5,56,0,,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1331,,,ET-MAP,2016,2016/059,Guo Jian,ESD3,Quanchai ,4A2,CN5/EU5,30-109275-06-03,WORK, 0.5,4,PC/LD,1600.0,CRI2-16,,0.85,O445B760T0_00,,HFR,15,no,no,,,,CB08 with vane pump,PN: 0 445 B41 602,03,6.35*3.0*316,6.35*3.0*163,EDC17C63,P525V40,Liu Caiya,H1905,,2016-04-21 00:00:00,2016-04-23 00:00:00,48,16,32,0,0,B-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1332,,,Injection investigation,2016,2016/060,Zhou Wei,ESD3,JMC ,Puma 2.2,CN6/EU6,-,WORK, ,0,PC/LD,,,,,,,,0,,,,,,,,,,,,,Li Guoning,H1901,,2016-04-25 00:00:00,2016-06-24 00:00:00,Error,Error,Error,0,0, Injection investigation on cyl/cyl & S/S for CP4 w/ 19/25 gear ratio, Support JMC Puma 2.2 Eu6 acquisition,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1333,,,ET-MAP,2016,2016/061,Wang Jiabin,ESD3,Yuchai ,4DK OHW,Phase3/Tier3,30-109187-01-01,WORK, 2/1,4,OHW,1350.0,CRI14S3,0 433 A00 720/Qhyd=500cm3/30s@100bar,0.85,B 445 112 988_00,0433A00720,HFR,17.36,no,no,,,,CB18-16/2 (3lobe),0 445 B36 037,22,210x6.35x3.0,222x6.35x3.0,EDC17CV44-5.03,EME731_ENHANCED_D4,Feng Shuai,H1902,,2016-04-25 00:00:00,2016-04-27 00:00:00,16,8,8,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1334,,,ET-MAP,2016,2016/062,Wang Jiabin,ESD3,Yuchai ,4FA OHW,Phase3/Tier3,30-103130-23-02,WORK, ,0,OHW,,,,,,,,0,,,,,,,,,,,,,Zhang Zhigang,H1905,,2016-04-25 00:00:00,2016-04-27 00:00:00,Error,Error,Error,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1335,,,ET-MAP,2016,2016/063,Sun Junyang,ESD3,FAWSH,CA4D30,CN5/EU5,30-109812-07-02,PLAN, ,0,PC/LD,,,,,,,,0,,,,,,,,,,,,,Zhang Zhigang,H1905,,2016-04-27 00:00:00,2016-05-03 00:00:00,Error,Error,Error,0,0,B-sample;nozzle definition/first firing,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1336,,,QWC,2016,2016/065,Niu Jian,ESD3,GWM ,4D20,CN5/EU5,30-106551-05-01,WORK, 3/2,4,PC/LD,1600.0,CRI2-16,378cm3/30s@100bar,0.85,PN: 0 445 110 619,378cm3,HFR,15,no,0.85,,,,CP1H-16/3,,,423.7x6.35x3.0,273.5x6.35x3.0,EDC17C53,P1924V131T2,Feng Shuai,H1902,,2016-04-27 00:00:00,2016-05-02 00:00:00,40,8,32,0,0,C-sample; engine/vehicle calibration,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1337,,,LPC verification,2016,2016/066,Li Guoning,ESD1,CB28-20/2,Platform project,-,30-105976-02-02,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Xu Nuo,H1906,,2016-04-28 00:00:00,2016-07-04 00:00:00,Error,Error,Error,0,0,Air leaked in LPC influncing start ability investigation,Due to  ZDT design change,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1338,,,Injection investigation,2016,2016/067,Tang Zhongji,ESD1,CRS1-18,Platform project,-,30-000188-09-01,WORK, ,0,,,,,,,,,0,,,,,,,,,,,,,Han Xiaojing,Movable TB,,2016-05-12 00:00:00,2016-07-01 00:00:00,Error,Error,Error,0,0,Injection investigation on temperature influence,,, - ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
